AL_0,-88.200027,34.995548
AL_0,-88.202919,35.007942
AL_0,-87.984886,35.005848
AL_0,-87.606102,35.00338
AL_0,-87.22319,34.999195
AL_0,-87.210747,34.99894
AL_0,-86.836365,34.99168
AL_0,-86.783646,34.99184
AL_0,-86.318779,34.991085
AL_0,-86.311287,34.991013
AL_0,-85.865311,34.988174
AL_0,-85.605202,34.9846
AL_0,-85.583176,34.860291
AL_0,-85.534126,34.623775
AL_0,-85.527298,34.5886
AL_0,-85.513756,34.52409
AL_0,-85.46225,34.286297
AL_0,-85.421898,34.080723
AL_0,-85.39888,33.964027
AL_0,-85.386627,33.901615
AL_0,-85.33828,33.653011
AL_0,-85.304489,33.482773
AL_0,-85.293854,33.427986
AL_0,-85.236572,33.12944
AL_0,-85.23243,33.107956
AL_0,-85.184189,32.870399
AL_0,-85.184456,32.861191
AL_0,-85.179413,32.855141
AL_0,-85.168755,32.852459
AL_0,-85.161957,32.856262
AL_0,-85.15345,32.844738
AL_0,-85.154648,32.839676
AL_0,-85.160637,32.83812
AL_0,-85.168404,32.828388
AL_0,-85.164902,32.81966
AL_0,-85.167999,32.811485
AL_0,-85.152084,32.794048
AL_0,-85.146393,32.791435
AL_0,-85.14225,32.792007
AL_0,-85.139725,32.785019
AL_0,-85.126282,32.77906
AL_0,-85.122391,32.774254
AL_0,-85.130943,32.769432
AL_0,-85.136749,32.771042
AL_0,-85.137482,32.767063
AL_0,-85.142899,32.761986
AL_0,-85.135101,32.746399
AL_0,-85.128304,32.7421
AL_0,-85.116814,32.739807
AL_0,-85.113396,32.735619
AL_0,-85.122803,32.7159
AL_0,-85.118202,32.709301
AL_0,-85.120102,32.706402
AL_0,-85.115303,32.687199
AL_0,-85.093597,32.669601
AL_0,-85.088951,32.656364
AL_0,-85.099602,32.651001
AL_0,-85.1054,32.643398
AL_0,-85.098961,32.636799
AL_0,-85.100151,32.634441
AL_0,-85.096283,32.634693
AL_0,-85.096748,32.636063
AL_0,-85.090103,32.6339
AL_0,-85.083183,32.636024
AL_0,-85.0839,32.631802
AL_0,-85.091003,32.625599
AL_0,-85.082306,32.616127
AL_0,-85.080849,32.607937
AL_0,-85.077919,32.597439
AL_0,-85.067596,32.579407
AL_0,-85.060753,32.577137
AL_0,-85.056992,32.571102
AL_0,-85.045532,32.561584
AL_0,-85.043732,32.556385
AL_0,-85.039055,32.555679
AL_0,-85.035011,32.552032
AL_0,-85.031456,32.544033
AL_0,-85.020866,32.542625
AL_0,-85.020302,32.534607
AL_0,-85.015327,32.530975
AL_0,-85.014481,32.526432
AL_0,-85.007172,32.523727
AL_0,-85.001122,32.510338
AL_0,-84.999901,32.5042
AL_0,-84.996597,32.501499
AL_0,-84.998901,32.496899
AL_0,-84.994904,32.485901
AL_0,-84.9953,32.475101
AL_0,-84.998596,32.468601
AL_0,-84.995399,32.453098
AL_0,-84.983902,32.445499
AL_0,-84.971901,32.442699
AL_0,-84.963104,32.424099
AL_0,-84.979507,32.412102
AL_0,-84.981026,32.405918
AL_0,-84.979965,32.399952
AL_0,-84.968803,32.391312
AL_0,-84.98307,32.391808
AL_0,-84.98848,32.385071
AL_0,-84.986351,32.380192
AL_0,-84.974876,32.380112
AL_0,-84.972031,32.377552
AL_0,-84.975296,32.374016
AL_0,-84.98539,32.372368
AL_0,-84.983932,32.36224
AL_0,-85.004654,32.345051
AL_0,-85.008171,32.336529
AL_0,-85.007179,32.328217
AL_0,-85.001945,32.321869
AL_0,-84.988899,32.319023
AL_0,-84.934723,32.298767
AL_0,-84.922943,32.285183
AL_0,-84.889053,32.26136
AL_0,-84.890579,32.257473
AL_0,-84.90126,32.258224
AL_0,-84.90416,32.250687
AL_0,-84.907303,32.248901
AL_0,-84.924507,32.25
AL_0,-84.923302,32.244499
AL_0,-84.915504,32.245899
AL_0,-84.912804,32.243198
AL_0,-84.916397,32.236401
AL_0,-84.923103,32.230701
AL_0,-84.922997,32.224602
AL_0,-84.930199,32.218899
AL_0,-84.959396,32.217701
AL_0,-84.968201,32.2192
AL_0,-84.973396,32.217499
AL_0,-84.979904,32.210899
AL_0,-84.980301,32.2076
AL_0,-84.974503,32.2034
AL_0,-84.964706,32.2034
AL_0,-84.9618,32.198601
AL_0,-84.963799,32.195702
AL_0,-85.011337,32.180344
AL_0,-85.045662,32.143604
AL_0,-85.061218,32.133911
AL_0,-85.053474,32.104691
AL_0,-85.04483,32.085686
AL_0,-85.053307,32.080448
AL_0,-85.056099,32.062901
AL_0,-85.058907,32.046501
AL_0,-85.053596,32.035797
AL_0,-85.057838,32.031658
AL_0,-85.048897,32.021545
AL_0,-85.055031,32.018589
AL_0,-85.055145,32.010559
AL_0,-85.063515,32.003983
AL_0,-85.068306,31.991699
AL_0,-85.070999,31.981501
AL_0,-85.066002,31.9723
AL_0,-85.067902,31.967199
AL_0,-85.083305,31.962299
AL_0,-85.0868,31.959
AL_0,-85.079002,31.940001
AL_0,-85.086502,31.935801
AL_0,-85.091904,31.928699
AL_0,-85.099602,31.9251
AL_0,-85.102501,31.9172
AL_0,-85.113197,31.911699
AL_0,-85.108101,31.905001
AL_0,-85.112305,31.902599
AL_0,-85.112106,31.8946
AL_0,-85.134201,31.892
AL_0,-85.128502,31.877399
AL_0,-85.135902,31.862301
AL_0,-85.1408,31.8573
AL_0,-85.137802,31.845699
AL_0,-85.141907,31.8391
AL_0,-85.132004,31.8269
AL_0,-85.134598,31.824799
AL_0,-85.131302,31.816601
AL_0,-85.132301,31.795
AL_0,-85.141907,31.7822
AL_0,-85.141197,31.7803
AL_0,-85.125801,31.768
AL_0,-85.127403,31.7624
AL_0,-85.129105,31.7575
AL_0,-85.119003,31.7325
AL_0,-85.126602,31.7166
AL_0,-85.125603,31.694799
AL_0,-85.113998,31.686701
AL_0,-85.109505,31.677298
AL_0,-85.092506,31.6598
AL_0,-85.079201,31.6546
AL_0,-85.078102,31.6514
AL_0,-85.082703,31.650101
AL_0,-85.086304,31.638399
AL_0,-85.080101,31.6367
AL_0,-85.073906,31.6294
AL_0,-85.057541,31.618458
AL_0,-85.060623,31.608059
AL_0,-85.056046,31.605009
AL_0,-85.05851,31.583523
AL_0,-85.055359,31.576923
AL_0,-85.058029,31.570671
AL_0,-85.050911,31.555382
AL_0,-85.041435,31.542326
AL_0,-85.048332,31.525843
AL_0,-85.044632,31.520739
AL_0,-85.04557,31.51696
AL_0,-85.048058,31.514147
AL_0,-85.065758,31.483952
AL_0,-85.071693,31.468214
AL_0,-85.066025,31.442808
AL_0,-85.065941,31.430414
AL_0,-85.068619,31.427137
AL_0,-85.073776,31.428787
AL_0,-85.075966,31.424755
AL_0,-85.076813,31.415798
AL_0,-85.080048,31.410299
AL_0,-85.077698,31.398708
AL_0,-85.0924,31.363876
AL_0,-85.091866,31.355034
AL_0,-85.08596,31.352629
AL_0,-85.089478,31.335857
AL_0,-85.084221,31.328138
AL_0,-85.083847,31.318035
AL_0,-85.087723,31.308502
AL_0,-85.089851,31.294849
AL_0,-85.093231,31.289513
AL_0,-85.099174,31.283991
AL_0,-85.110382,31.281557
AL_0,-85.11467,31.277159
AL_0,-85.111977,31.272303
AL_0,-85.112427,31.259403
AL_0,-85.096832,31.225473
AL_0,-85.098778,31.211107
AL_0,-85.107033,31.202517
AL_0,-85.107742,31.187258
AL_0,-85.098579,31.179974
AL_0,-85.100281,31.165312
AL_0,-85.092178,31.160114
AL_0,-85.077873,31.157709
AL_0,-85.075203,31.154209
AL_0,-85.064095,31.142317
AL_0,-85.054749,31.120638
AL_0,-85.03569,31.108009
AL_0,-85.026146,31.083998
AL_0,-85.028648,31.075342
AL_0,-85.018227,31.059071
AL_0,-85.011467,31.053364
AL_0,-85.008652,31.043879
AL_0,-85.009483,31.032194
AL_0,-85.004623,31.018995
AL_0,-84.999504,31.01366
AL_0,-85.002441,31.000498
AL_0,-85.243706,31.0007
AL_0,-85.488365,30.996883
AL_0,-85.498337,30.996748
AL_0,-86.035103,30.993139
AL_0,-86.187302,30.993841
AL_0,-86.388702,30.994001
AL_0,-86.688362,30.994326
AL_0,-86.724358,30.996687
AL_0,-86.785957,30.996798
AL_0,-87.162651,30.998875
AL_0,-87.237709,30.996212
AL_0,-87.255005,30.998104
AL_0,-87.598946,30.997276
AL_0,-87.589363,30.965315
AL_0,-87.591354,30.95335
AL_0,-87.607826,30.924307
AL_0,-87.61602,30.90127
AL_0,-87.622215,30.897324
AL_0,-87.620796,30.88731
AL_0,-87.629471,30.87993
AL_0,-87.634949,30.865702
AL_0,-87.625999,30.856508
AL_0,-87.627335,30.847776
AL_0,-87.617294,30.840168
AL_0,-87.6157,30.834278
AL_0,-87.604675,30.83128
AL_0,-87.600502,30.82044
AL_0,-87.581886,30.812216
AL_0,-87.57206,30.800346
AL_0,-87.568291,30.79991
AL_0,-87.559502,30.79026
AL_0,-87.552063,30.786066
AL_0,-87.550713,30.781342
AL_0,-87.545067,30.778479
AL_0,-87.546173,30.771832
AL_0,-87.537102,30.762342
AL_0,-87.535385,30.749586
AL_0,-87.529999,30.740709
AL_0,-87.510925,30.732796
AL_0,-87.501511,30.720987
AL_0,-87.492279,30.720119
AL_0,-87.483681,30.715403
AL_0,-87.481674,30.717375
AL_0,-87.477974,30.713318
AL_0,-87.479439,30.709833
AL_0,-87.475166,30.708941
AL_0,-87.475349,30.705069
AL_0,-87.469971,30.704723
AL_0,-87.468033,30.700142
AL_0,-87.4636,30.700533
AL_0,-87.45768,30.696568
AL_0,-87.451424,30.699615
AL_0,-87.440399,30.690685
AL_0,-87.430389,30.688456
AL_0,-87.426476,30.683092
AL_0,-87.418968,30.678553
AL_0,-87.406982,30.674974
AL_0,-87.403328,30.657532
AL_0,-87.398003,30.655191
AL_0,-87.394852,30.645496
AL_0,-87.39505,30.615089
AL_0,-87.398941,30.605762
AL_0,-87.407745,30.601042
AL_0,-87.40554,30.598682
AL_0,-87.40876,30.583508
AL_0,-87.412781,30.576405
AL_0,-87.411964,30.574387
AL_0,-87.410172,30.575121
AL_0,-87.410896,30.573181
AL_0,-87.416283,30.572256
AL_0,-87.418671,30.561644
AL_0,-87.426056,30.559879
AL_0,-87.42791,30.553967
AL_0,-87.435463,30.548946
AL_0,-87.4366,30.540855
AL_0,-87.440361,30.540054
AL_0,-87.441795,30.536798
AL_0,-87.43959,30.53022
AL_0,-87.444221,30.531549
AL_0,-87.442902,30.5299
AL_0,-87.446609,30.526875
AL_0,-87.444099,30.524099
AL_0,-87.447479,30.522015
AL_0,-87.445786,30.517132
AL_0,-87.447342,30.514587
AL_0,-87.445198,30.513786
AL_0,-87.449944,30.514496
AL_0,-87.444733,30.507299
AL_0,-87.439713,30.506454
AL_0,-87.431,30.4981
AL_0,-87.431702,30.492701
AL_0,-87.428398,30.4883
AL_0,-87.433907,30.487499
AL_0,-87.432907,30.4841
AL_0,-87.4356,30.480301
AL_0,-87.430603,30.4764
AL_0,-87.429604,30.4704
AL_0,-87.424301,30.464701
AL_0,-87.414703,30.4571
AL_0,-87.407906,30.4562
AL_0,-87.399902,30.4508
AL_0,-87.379997,30.449699
AL_0,-87.368706,30.444433
AL_0,-87.367462,30.434298
AL_0,-87.384377,30.421415
AL_0,-87.395706,30.4174
AL_0,-87.4048,30.409401
AL_0,-87.422707,30.409901
AL_0,-87.429604,30.4063
AL_0,-87.434303,30.397301
AL_0,-87.440704,30.3913
AL_0,-87.438705,30.3806
AL_0,-87.451401,30.367001
AL_0,-87.451103,30.3454
AL_0,-87.461105,30.3351
AL_0,-87.471901,30.3316
AL_0,-87.493599,30.3304
AL_0,-87.502594,30.327206
AL_0,-87.505959,30.319197
AL_0,-87.505798,30.3123
